folder_nums,ksl_sen
2,"['경찰', '곳', '다음']"
2,"['은행', '저기', '곳', '다음', '도착', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['은행', '저기', '곳', '다음', '도착', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '내리다']"
2,"['경찰', '저기', '곳', '다음', '차내리다']"
2,"['경찰', '저기', '곳', '다음']"
2,"['경찰', '저기', '곳', '다음', '도착', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '차내리다']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음']"
2,"['경찰', '저기', '곳', '다음', '도착', '내리다']"
2,"['경찰', '저기', '곳', '다음']"
2,"['경찰', '저기', '곳', '다음', '도착', '차내리다']"
2,"['편지', '다음', '여기']"
2,"['편지', '저기', '곳', '다음', '내리다']"
2,"['편지', '저기', '곳', '다음', '내리다']"
2,"['편지', '저기', '곳', '다음', '내리다']"
2,"['버스', '전', '곳', '보다', '내리다']"
2,"['버스', '곳', '전', '보다', '차내리다']"
2,"['버스', '전', '곳', '보다', '내리다']"
2,"['버스', '전', '곳', '보다', '내리다']"
2,"['버스', '전', '곳', '보다', '차내리다']"
2,"['버스', '전', '곳', '보다', '내리다']"
2,"['버스', '곳', '전', '보다', '차내리다']"
2,"['버스', '전', '곳', '보다', '내리다']"
2,"['버스', '전', '곳', '보다', '차내리다']"
2,"['버스', '전', '곳', '보다', '내리다']"
2,"['버스', '곳', '전', '보다', '차내리다']"
2,"['버스', '곳', '전', '보다', '차내리다']"
2,"['버스', '곳', '전', '보다', '차내리다']"
2,"['버스', '곳', '전', '보다', '차내리다']"
2,"['버스', '전', '곳', '보다', '차내리다']"
2,"['버스', '곳', '전', '보다', '차내리다']"
2,"['버스', '전', '곳', '보다', '차내리다']"
2,"['열쇠', '없다', '실종']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['스타벅스', '저기', '곳', '전', '저기']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['열쇠', '없다', '실종']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['버스', '전', '곳', '보다', '차내리다']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['스타벅스', '저기', '곳', '전', '저기']"
2,"['스타벅스', '저기', '곳', '전', '저기']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['스타벅스', '저기', '곳', '전', '저기']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['버스', '전', '곳', '보다', '차내리다']"
2,"['버스', '곳', '전', '보다', '도착', '내리다']"
2,"['스타벅스', '저기', '곳', '전', '저기']"
2,"['버스', '전', '곳', '보다', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['열쇠', '없다', '실종']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['열쇠', '없다', '실종']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['열쇠', '없다', '실종']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전']"
2,"['스타벅스', '곳', '저기', '전']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전']"
2,"['스타벅스', '곳', '저기', '전', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '도착', '차내리다']"
2,"['스타벅스', '곳', '저기', '전', '저기']"
2,"['열쇠', '찾다', '실종']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '저기']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '저기']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['열쇠', '찾다', '실종']"
2,"['스타벅스', '곳', '저기', '전', '저기']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '곳', '저기', '전', '저기']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['열쇠', '찾다', '실종']"
2,"['열쇠', '찾다', '실종']"
2,"['스타벅스', '전', '곳', '내리다']"
2,"['열쇠', '찾다', '실종']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['택시', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['열쇠', '사라지다', '실종']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['택시', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['열쇠', '사라지다', '실종']"
2,"['스타벅스', '전', '곳', '차내리다']"
2,"['택시', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '도착', '차내리다']"
2,"['택시', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['스타벅스', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '도착', '내리다']"
2,"['택시', '전', '곳', '도착', '차내리다']"
2,"['스타벅스', '전', '곳', '도착', '차내리다']"
2,"['택시', '전', '곳', '저기']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '곳', '저기']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '곳', '저기']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '곳', '저기']"
2,"['열쇠', '사라지다', '실종']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '곳', '저기']"
2,"['열쇠', '사라지다', '실종']"
2,"['열쇠', '사라지다', '실종']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '저기', '내리다']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '곳']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '곳']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '곳']"
2,"['택시', '전', '저기', '곳']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '곳']"
2,"['택시', '전', '저기', '차내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '도착', '내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['택시', '전', '저기', '곳', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['택시', '전', '저기', '곳', '도착', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '곳', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '다음', '저기', '곳', '차내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['백화점', '다음', '저기', '곳', '저기']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['열쇠', '잃어버리다', '실종']"
2,"['열쇠', '잃어버리다', '실종']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['백화점', '다음', '저기', '곳', '저기']"
2,"['열쇠', '잃어버리다', '실종']"
2,"['열쇠', '잃어버리다', '실종']"
2,"['백화점', '다음', '저기', '곳', '저기']"
2,"['열쇠', '잃어버리다', '실종']"
2,"['백화점', '다음', '저기', '곳', '저기']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['맥도날드', '보다', '곳', '저기', '다음', '도착', '내리다']"
2,"['백화점', '다음', '저기', '곳', '저기']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '차내리다']"
2,"['백화점', '다음', '곳', '저기', '도착', '내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '내리다']"
2,"['백화점', '다음', '곳', '보다', '내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['백화점', '곳', '다음', '보다', '도착', '내리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['백화점', '다음', '곳', '보다', '차내리다']"
2,"['이마트', '곳', '저기', '다음', '차내리다']"
2,"['이마트', '곳', '저기', '다음', '차내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '저기', '곳', '다음', '저기']"
2,"['이마트', '저기', '곳', '다음', '저기']"
2,"['이마트', '저기', '곳', '다음', '저기']"
2,"['이마트', '곳', '저기', '다음', '차내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '저기', '곳', '다음', '저기']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '곳', '저기', '다음', '차내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
2,"['이마트', '저기', '곳', '다음', '저기']"
2,"['이마트', '곳', '저기', '다음', '차내리다']"
2,"['이마트', '곳', '저기', '다음', '내리다']"
